application_date,business_age,annual_revenue,credit_score,loan_amount,existing_debt,debt_to_income_ratio,loan_to_income_ratio,default_probability,default,industry
2023-09-03,7.0,1434702,550.0,410704,177465,0.12,0.29,0.304,1,Other
2023-09-04,2.0,256330,704.0,240159,6390,0.02,0.94,0.409,1,Retail
2023-09-05,8.0,1150599,537.0,264399,32058,0.03,0.23,0.22,0,Retail
2023-09-06,3.0,161648,789.0,496996,34422,0.21,3.07,0.612,1,Services
2023-09-07,7.0,1832192,528.0,121043,270411,0.15,0.07,0.359,1,Retail
2023-09-08,1.0,948935,616.0,419097,109088,0.11,0.44,0.35,1,Manufacturing
2023-09-09,14.0,1081937,588.0,300690,253954,0.23,0.28,0.288,0,Manufacturing
2023-09-10,12.0,1194487,703.0,336328,102377,0.09,0.28,0.213,1,Other
2023-09-11,9.0,266368,829.0,322496,11617,0.04,1.21,0.13,0,Manufacturing
2023-09-12,13.0,952796,631.0,469571,82346,0.09,0.49,0.185,0,Manufacturing
2023-09-13,12.0,159435,617.0,472165,151580,0.95,2.96,1.0,1,Retail
2023-09-14,10.0,742678,668.0,343958,288243,0.39,0.46,0.479,1,Retail
2023-09-15,1.0,1495875,559.0,410267,205934,0.14,0.27,0.34,0,Retail
2023-09-16,11.0,1561426,663.0,455057,207339,0.13,0.29,0.471,1,Other
2023-09-17,2.0,1782409,820.0,412451,258527,0.15,0.23,0.149,0,Manufacturing
2023-09-18,17.0,1161109,713.0,285110,84703,0.07,0.25,0.133,0,Services
2023-09-19,17.0,1858357,647.0,479268,186904,0.1,0.26,0.318,0,Other
2023-09-20,18.0,1259114,506.0,306409,118848,0.09,0.24,0.404,1,Manufacturing
2023-09-21,12.0,1041723,815.0,84682,128286,0.12,0.08,0.0,0,Other
2023-09-22,3.0,444757,730.0,488299,167103,0.38,1.1,0.378,1,Manufacturing
2023-09-23,14.0,1697003,600.0,416522,34962,0.02,0.25,0.297,0,Manufacturing
2023-09-24,3.0,516424,565.0,269354,125848,0.24,0.52,0.43,1,Other
2023-09-25,3.0,715712,778.0,160416,213737,0.3,0.22,0.276,0,Services
2023-09-26,11.0,1714443,550.0,156061,220641,0.13,0.09,0.347,1,Services
2023-09-27,9.0,1303999,767.0,421239,136095,0.1,0.32,0.061,0,Services
2023-09-28,7.0,1521223,794.0,459794,33040,0.02,0.3,0.0,0,Services
2023-09-29,2.0,1564202,634.0,163163,178880,0.11,0.1,0.164,1,Retail
2023-09-30,1.0,231410,556.0,343985,12613,0.05,1.49,0.593,1,Retail
2023-10-01,14.0,1332193,697.0,371501,226589,0.17,0.28,0.224,0,Other
2023-10-02,7.0,1082107,521.0,246206,16054,0.01,0.23,0.359,1,Other
2023-10-03,19.0,1077628,673.0,402429,259220,0.24,0.37,0.247,1,Manufacturing
2023-10-04,1.0,1989659,750.0,437787,185122,0.09,0.22,0.375,1,Retail
2023-10-05,18.0,1752493,758.0,379727,70767,0.04,0.22,0.186,0,Retail
2023-10-06,7.0,1391709,824.0,446774,129475,0.09,0.32,0.003,0,Manufacturing
2023-10-07,3.0,1790551,817.0,496029,81111,0.05,0.28,0.115,0,Services
2023-10-08,12.0,1757289,632.0,97480,27481,0.02,0.06,0.173,0,Services
2023-10-09,8.0,1591983,750.0,249336,72396,0.05,0.16,0.0,0,Retail
2023-10-10,16.0,442514,567.0,192373,50642,0.11,0.43,0.471,1,Retail
2023-10-11,12.0,723298,835.0,399601,100800,0.14,0.55,0.225,0,Services
2023-10-12,6.0,875102,656.0,295156,158622,0.18,0.34,0.422,1,Other
2023-10-13,5.0,461870,647.0,404282,9271,0.02,0.88,0.245,0,Retail
2023-10-14,12.0,903221,573.0,30683,185289,0.21,0.03,0.366,1,Services
2023-10-15,14.0,1729693,775.0,312638,259316,0.15,0.18,0.098,1,Retail
2023-10-16,17.0,1937208,544.0,282247,209999,0.11,0.15,0.443,1,Services
2023-10-17,4.0,1466059,502.0,454198,20188,0.01,0.31,0.326,1,Manufacturing
2023-10-18,14.0,1660049,772.0,51954,95889,0.06,0.03,0.145,0,Manufacturing
2023-10-19,7.0,1965445,787.0,100267,241700,0.12,0.05,0.0,0,Services
2023-10-20,7.0,1878449,523.0,364424,6183,0.0,0.19,0.501,1,Manufacturing
2023-10-21,19.0,1388219,764.0,405625,227917,0.16,0.29,0.0,0,Other
2023-10-22,13.0,55766,711.0,364042,105406,1.89,6.53,1.0,1,Other
2023-10-23,9.0,187080,678.0,434863,290190,1.55,2.32,1.0,1,Manufacturing
2023-10-24,13.0,291292,615.0,321525,125165,0.43,1.1,0.537,1,Manufacturing
2023-10-25,5.0,217232,716.0,424648,57608,0.27,1.95,0.453,1,Manufacturing
2023-10-26,5.0,1864247,763.0,238807,214234,0.11,0.13,0.14,0,Other
2023-10-27,2.0,965673,620.0,163210,19758,0.02,0.17,0.481,1,Manufacturing
2023-10-28,5.0,1201078,625.0,57875,43234,0.04,0.05,0.24,1,Services
2023-10-29,1.0,1929836,705.0,154349,173504,0.09,0.08,0.0,0,Retail
2023-10-30,8.0,1368403,820.0,330946,288210,0.21,0.24,0.0,0,Manufacturing
2023-10-31,19.0,1313429,711.0,302999,113364,0.09,0.23,0.223,0,Other
2023-11-01,10.0,1231423,595.0,122746,84858,0.07,0.1,0.284,0,Services
2023-11-02,12.0,1840123,663.0,139738,110377,0.06,0.08,0.213,0,Services
2023-11-03,9.0,1186164,836.0,212393,73311,0.06,0.18,0.162,1,Manufacturing
2023-11-04,15.0,1152520,707.0,66873,221659,0.19,0.06,0.372,1,Retail
2023-11-05,9.0,756495,803.0,363319,94069,0.12,0.48,0.041,0,Manufacturing
2023-11-06,2.0,770098,811.0,171502,73964,0.1,0.22,0.0,0,Retail
2023-11-07,5.0,1301933,607.0,202398,171529,0.13,0.16,0.145,0,Other
2023-11-08,3.0,1920858,742.0,246987,143967,0.07,0.13,0.217,1,Other
2023-11-09,2.0,1885197,749.0,144546,109985,0.06,0.08,0.165,0,Manufacturing
2023-11-10,1.0,1569044,702.0,66640,80116,0.05,0.04,0.208,0,Manufacturing
2023-11-11,6.0,1611499,604.0,251274,155466,0.1,0.16,0.225,1,Other
2023-11-12,11.0,461891,605.0,109877,246109,0.53,0.24,0.571,1,Other
2023-11-13,10.0,1357658,567.0,268222,121331,0.09,0.2,0.257,0,Other
2023-11-14,7.0,617217,780.0,344591,262207,0.42,0.56,0.301,0,Manufacturing
2023-11-15,18.0,434154,799.0,33816,44818,0.1,0.08,0.0,0,Other
2023-11-16,1.0,1563175,841.0,285440,281294,0.18,0.18,0.108,0,Manufacturing
2023-11-17,16.0,1661000,601.0,480572,163305,0.1,0.29,0.199,0,Other
2023-11-18,7.0,1189693,633.0,325673,252555,0.21,0.27,0.434,1,Retail
2023-11-19,8.0,1981872,668.0,68094,287008,0.14,0.03,0.352,1,Other
2023-11-20,1.0,470561,683.0,137082,275002,0.58,0.29,0.24,1,Services
2023-11-21,15.0,1232614,594.0,188452,139959,0.11,0.15,0.34,0,Other
2023-11-22,6.0,173942,768.0,463709,53973,0.31,2.67,0.792,1,Retail
2023-11-23,2.0,893553,755.0,174989,140880,0.16,0.2,0.192,0,Manufacturing
2023-11-24,9.0,1170630,671.0,405107,9491,0.01,0.35,0.276,1,Retail
2023-11-25,18.0,1126345,841.0,78364,97809,0.09,0.07,0.039,0,Other
2023-11-26,11.0,627445,584.0,206472,97810,0.16,0.33,0.351,1,Services
2023-11-27,8.0,62292,538.0,259804,265504,4.26,4.17,1.0,1,Manufacturing
2023-11-28,7.0,1621244,562.0,45513,259280,0.16,0.03,0.339,0,Manufacturing
2023-11-29,1.0,825540,596.0,464498,79296,0.1,0.56,0.691,1,Other
2023-11-30,8.0,1602231,696.0,292343,133712,0.08,0.18,0.179,0,Services
2023-12-01,10.0,1962388,733.0,286664,72735,0.04,0.15,0.032,0,Other
2023-12-02,19.0,742155,508.0,53846,119574,0.16,0.07,0.568,1,Retail
2023-12-03,17.0,289133,547.0,417697,102547,0.35,1.44,0.73,1,Manufacturing
2023-12-04,2.0,998383,826.0,123093,261827,0.26,0.12,0.174,1,Services
2023-12-05,9.0,1416957,559.0,169190,120739,0.09,0.12,0.249,1,Services
2023-12-06,18.0,1162221,603.0,472451,50558,0.04,0.41,0.236,0,Other
2023-12-07,13.0,1896667,507.0,460338,3461,0.0,0.24,0.436,1,Manufacturing
2023-12-08,8.0,104150,751.0,20754,299577,2.88,0.2,0.896,1,Services
2023-12-09,9.0,1575421,630.0,470341,240122,0.15,0.3,0.133,0,Retail
2023-12-10,5.0,223815,578.0,395248,251247,1.12,1.77,1.0,1,Other
2023-12-11,1.0,1499005,674.0,252209,38073,0.03,0.17,0.162,1,Other
2023-12-12,3.0,177191,810.0,352244,168789,0.95,1.99,0.691,1,Manufacturing
2023-12-13,10.0,1834685,726.0,212400,152290,0.08,0.12,0.17,0,Retail
2023-12-14,4.0,1711262,780.0,71720,250410,0.15,0.04,0.206,0,Other
2023-12-15,19.0,191794,696.0,424369,1806,0.01,2.21,0.501,1,Manufacturing
2023-12-16,11.0,1141802,507.0,427302,249609,0.22,0.37,0.514,1,Services
2023-12-17,8.0,1947573,665.0,468903,227353,0.12,0.24,0.294,0,Manufacturing
2023-12-18,5.0,1817232,616.0,443396,164368,0.09,0.24,0.375,1,Services
2023-12-19,5.0,1265733,730.0,154119,51941,0.04,0.12,0.146,1,Retail
2023-12-20,19.0,487422,733.0,429791,71011,0.15,0.88,0.288,1,Services
2023-12-21,9.0,637596,800.0,115253,271858,0.43,0.18,0.114,0,Manufacturing
2023-12-22,1.0,912955,545.0,216346,90107,0.1,0.24,0.522,1,Retail
2023-12-23,14.0,1314359,645.0,64810,45126,0.03,0.05,0.144,0,Other
2023-12-24,17.0,1615501,546.0,378084,286312,0.18,0.23,0.269,0,Manufacturing
2023-12-25,17.0,811774,718.0,66058,253380,0.31,0.08,0.047,0,Services
2023-12-26,5.0,1068522,701.0,447776,215986,0.2,0.42,0.232,0,Retail
2023-12-27,2.0,1693008,668.0,443093,130554,0.08,0.26,0.309,0,Retail
2023-12-28,16.0,1306046,828.0,14143,73237,0.06,0.01,0.109,0,Other
2023-12-29,15.0,620595,648.0,147921,212004,0.34,0.24,0.363,1,Manufacturing
2023-12-30,11.0,1452912,535.0,467862,266616,0.18,0.32,0.337,1,Services
2023-12-31,2.0,1496269,695.0,208667,260021,0.17,0.14,0.178,0,Manufacturing
2024-01-01,17.0,1608439,696.0,461579,57403,0.04,0.29,0.142,0,Manufacturing
2024-01-02,7.0,949991,681.0,110591,278284,0.29,0.12,0.336,1,Services
2024-01-03,3.0,1708672,677.0,44139,222788,0.13,0.03,0.332,1,Manufacturing
2024-01-04,12.0,170716,812.0,276051,158347,0.93,1.62,0.473,1,Other
2024-01-05,9.0,1790043,734.0,381303,288622,0.16,0.21,0.258,0,Services
2024-01-06,6.0,1852297,570.0,384311,208572,0.11,0.21,0.512,1,Retail
2024-01-07,17.0,112978,578.0,493470,230743,2.04,4.37,1.0,1,Other
2024-01-08,14.0,163218,831.0,461684,190911,1.17,2.83,0.817,1,Manufacturing
2024-01-09,10.0,1335427,579.0,407496,294331,0.22,0.31,0.258,1,Retail
2024-01-10,12.0,1914552,655.0,63965,53102,0.03,0.03,0.324,1,Services
2024-01-11,11.0,79305,724.0,399782,194584,2.45,5.04,1.0,1,Other
2024-01-12,16.0,638595,832.0,62927,64515,0.1,0.1,0.0,0,Retail
2024-01-13,17.0,1198861,525.0,85108,195286,0.16,0.07,0.371,0,Other
2024-01-14,17.0,1513328,781.0,99999,80412,0.05,0.07,0.0,0,Other
2024-01-15,5.0,1378597,781.0,129723,288015,0.21,0.09,0.133,0,Services
2024-01-16,12.0,610698,794.0,346280,210010,0.34,0.57,0.0,0,Manufacturing
2024-01-17,19.0,1642989,515.0,250483,29073,0.02,0.15,0.252,0,Manufacturing
2024-01-18,8.0,1562855,567.0,358968,32470,0.02,0.23,0.352,1,Retail
2024-01-19,4.0,1593080,590.0,420863,193877,0.12,0.26,0.4,1,Other
2024-01-20,2.0,752097,709.0,16501,183094,0.24,0.02,0.184,0,Services
2024-01-21,15.0,197779,590.0,20225,28219,0.14,0.1,0.325,0,Manufacturing
2024-01-22,12.0,1504556,692.0,465988,93468,0.06,0.31,0.213,0,Manufacturing
2024-01-23,3.0,1181346,598.0,219050,236425,0.2,0.19,0.376,1,Services
2024-01-24,7.0,483234,764.0,189667,253506,0.52,0.39,0.388,1,Other
2024-01-25,8.0,1632079,743.0,220295,144860,0.09,0.13,0.277,1,Services
2024-01-26,11.0,1078935,781.0,293838,188199,0.17,0.27,0.073,0,Retail
2024-01-27,3.0,225000,760.0,106513,81417,0.36,0.47,0.262,1,Services
2024-01-28,3.0,206629,834.0,68856,265146,1.28,0.33,0.448,1,Other
2024-01-29,4.0,265142,574.0,98864,151696,0.57,0.37,0.554,1,Manufacturing
2024-01-30,9.0,1164255,620.0,34512,170190,0.15,0.03,0.204,1,Retail
2024-01-31,2.0,193542,553.0,225556,246324,1.27,1.17,0.883,1,Manufacturing
2024-02-01,11.0,465879,509.0,321800,237968,0.51,0.69,0.529,1,Retail
2024-02-02,18.0,1452254,567.0,413380,36176,0.02,0.28,0.266,1,Services
2024-02-03,9.0,831083,581.0,48791,189855,0.23,0.06,0.433,1,Retail
2024-02-04,9.0,441758,733.0,155197,295358,0.67,0.35,0.289,1,Other
2024-02-05,5.0,673677,558.0,249688,208143,0.31,0.37,0.777,1,Other
2024-02-06,3.0,498571,518.0,128896,1387,0.0,0.26,0.217,1,Manufacturing
2024-02-07,6.0,727325,585.0,441731,224390,0.31,0.61,0.583,1,Other
2024-02-08,10.0,137000,715.0,23922,92816,0.68,0.17,0.187,0,Retail
2024-02-09,2.0,1638299,801.0,474355,92485,0.06,0.29,0.127,0,Manufacturing
2024-02-10,11.0,1820864,750.0,327611,16057,0.01,0.18,0.147,0,Manufacturing
2024-02-11,6.0,1065532,602.0,368421,212209,0.2,0.35,0.374,0,Other
2024-02-12,4.0,988974,609.0,172579,270480,0.27,0.17,0.331,1,Retail
2024-02-13,11.0,392419,713.0,358055,228958,0.58,0.91,0.265,1,Other
2024-02-14,6.0,1737226,723.0,393918,150438,0.09,0.23,0.249,0,Retail
2024-02-15,4.0,744385,843.0,246938,205277,0.28,0.33,0.18,0,Manufacturing
2024-02-16,9.0,1225893,784.0,317707,131266,0.11,0.26,0.071,0,Other
2024-02-17,3.0,1981580,623.0,450230,144550,0.07,0.23,0.29,1,Retail
2024-02-18,2.0,1579289,633.0,370663,201440,0.13,0.23,0.242,0,Other
2024-02-19,5.0,477750,747.0,275509,297602,0.62,0.58,0.34,1,Retail
2024-02-20,4.0,325208,714.0,497397,13591,0.04,1.53,0.467,1,Services
2024-02-21,6.0,1897942,698.0,391115,105903,0.06,0.21,0.227,1,Other
2024-02-22,9.0,197777,506.0,276819,121333,0.61,1.4,0.911,1,Manufacturing
2024-02-23,5.0,1217425,750.0,456017,86769,0.07,0.37,0.217,0,Other
2024-02-24,11.0,130591,724.0,429928,77438,0.59,3.29,0.759,1,Other
2024-02-25,12.0,878786,755.0,103762,206675,0.24,0.12,0.09,0,Services
2024-02-26,1.0,573756,575.0,177462,65169,0.11,0.31,0.451,1,Other
2024-02-27,5.0,1218803,506.0,182133,84222,0.07,0.15,0.232,1,Other
2024-02-28,15.0,1581347,772.0,241062,99584,0.06,0.15,0.145,0,Retail
2024-02-29,15.0,1239394,714.0,337713,113357,0.09,0.27,0.162,0,Retail
2024-03-01,13.0,1326115,556.0,326783,132586,0.1,0.25,0.282,1,Services
2024-03-02,13.0,1863282,597.0,41262,267245,0.14,0.02,0.351,1,Manufacturing
2024-03-03,2.0,745641,671.0,244908,89220,0.12,0.33,0.248,1,Manufacturing
2024-03-04,2.0,757050,627.0,450838,274060,0.36,0.6,0.687,1,Manufacturing
2024-03-05,7.0,395684,609.0,83543,10939,0.03,0.21,0.288,0,Manufacturing
2024-03-06,16.0,1688800,717.0,298225,243337,0.14,0.18,0.168,0,Retail
2024-03-07,1.0,1603981,676.0,212580,192879,0.12,0.13,0.273,1,Manufacturing
2024-03-08,12.0,755856,693.0,433834,207250,0.27,0.57,0.387,1,Other
2024-03-09,7.0,61933,686.0,326360,240997,3.89,5.27,1.0,1,Other
2024-03-10,8.0,1560094,535.0,441455,262242,0.17,0.28,0.26,0,Other
2024-03-11,12.0,1641428,675.0,166995,1365,0.0,0.1,0.327,1,Manufacturing
2024-03-12,17.0,986816,777.0,72586,192444,0.2,0.07,0.057,0,Manufacturing
2024-03-13,11.0,1409522,831.0,478177,297854,0.21,0.34,0.064,0,Other
2024-03-14,2.0,1257147,720.0,242186,89649,0.07,0.19,0.288,1,Other
2024-03-15,4.0,1318274,837.0,57515,206080,0.16,0.04,0.0,0,Services
2024-03-16,19.0,1119177,543.0,482834,121433,0.11,0.43,0.474,1,Other
2024-03-17,14.0,186831,830.0,18978,283127,1.52,0.1,0.351,1,Retail
2024-03-18,5.0,369286,551.0,332888,242553,0.66,0.9,0.672,1,Services
2024-03-19,11.0,524434,829.0,278915,170414,0.32,0.53,0.239,1,Services
2024-03-20,17.0,1388260,592.0,309323,58548,0.04,0.22,0.319,1,Manufacturing
2024-03-21,10.0,374330,805.0,41842,192203,0.51,0.11,0.198,1,Other
2024-03-22,15.0,1043604,801.0,330810,280394,0.27,0.32,0.103,0,Other
2024-03-23,8.0,981784,654.0,134784,103037,0.1,0.14,0.227,1,Other
2024-03-24,12.0,383794,791.0,31997,288953,0.75,0.08,0.278,0,Other
2024-03-25,13.0,1339447,760.0,318116,190542,0.14,0.24,0.161,0,Retail
2024-03-26,6.0,1878007,753.0,206155,264298,0.14,0.11,0.209,0,Other
2024-03-27,14.0,328555,715.0,297828,27960,0.09,0.91,0.472,1,Retail
2024-03-28,2.0,769079,715.0,98603,199645,0.26,0.13,0.363,1,Other
2024-03-29,6.0,1873767,820.0,451497,95538,0.05,0.24,0.234,1,Services
2024-03-30,6.0,835576,509.0,152279,115132,0.14,0.18,0.404,1,Other
2024-03-31,10.0,1778869,578.0,278523,293970,0.17,0.16,0.312,1,Manufacturing
2024-04-01,1.0,299413,656.0,469081,8071,0.03,1.57,0.428,1,Retail
2024-04-02,13.0,835176,535.0,299489,154332,0.18,0.36,0.475,1,Retail
2024-04-03,18.0,1143648,706.0,224568,178903,0.16,0.2,0.116,0,Manufacturing
2024-04-04,18.0,1005086,828.0,234406,289610,0.29,0.23,0.285,1,Services
2024-04-05,1.0,1514721,502.0,380194,43999,0.03,0.25,0.369,1,Manufacturing
2024-04-06,14.0,1528461,833.0,386526,99243,0.06,0.25,0.0,0,Retail
2024-04-07,1.0,1695202,773.0,32198,268635,0.16,0.02,0.129,1,Services
2024-04-08,12.0,745848,588.0,168403,827,0.0,0.23,0.572,1,Retail
2024-04-09,1.0,935389,696.0,454214,173470,0.19,0.49,0.206,0,Manufacturing
2024-04-10,7.0,1710210,645.0,157760,292188,0.17,0.09,0.338,1,Other
2024-04-11,16.0,1585920,814.0,404526,32696,0.02,0.26,0.076,1,Services
2024-04-12,5.0,659252,603.0,98518,100851,0.15,0.15,0.362,1,Manufacturing
2024-04-13,3.0,1636870,770.0,499117,141369,0.09,0.3,0.296,0,Services
2024-04-14,4.0,766339,791.0,147909,109973,0.14,0.19,0.161,0,Manufacturing
2024-04-15,18.0,1177950,579.0,194049,103310,0.09,0.16,0.18,0,Retail
2024-04-16,8.0,435137,795.0,194692,189108,0.43,0.45,0.349,0,Other
2024-04-17,14.0,1626624,539.0,306495,204205,0.13,0.19,0.283,0,Retail
2024-04-18,15.0,420682,829.0,469317,125036,0.3,1.12,0.279,1,Manufacturing
2024-04-19,13.0,241210,772.0,37530,172617,0.72,0.16,0.285,1,Other
2024-04-20,16.0,1867673,624.0,237997,240395,0.13,0.13,0.369,0,Services
2024-04-21,13.0,189544,757.0,337653,114002,0.6,1.78,0.555,1,Retail
2024-04-22,8.0,1963722,550.0,31575,193052,0.1,0.02,0.305,0,Retail
2024-04-23,15.0,1371462,790.0,300900,266227,0.19,0.22,0.036,1,Retail
2024-04-24,8.0,1698244,650.0,72025,233133,0.14,0.04,0.34,1,Manufacturing
2024-04-25,8.0,1773074,664.0,13936,41641,0.02,0.01,0.159,0,Services
2024-04-26,14.0,392747,845.0,141105,96426,0.25,0.36,0.0,0,Retail
2024-04-27,16.0,112459,708.0,362289,206692,1.84,3.22,1.0,1,Services
2024-04-28,17.0,868662,827.0,80744,127043,0.15,0.09,0.275,1,Retail
2024-04-29,3.0,1018931,617.0,427833,112345,0.11,0.42,0.369,0,Retail
2024-04-30,8.0,1777467,679.0,47083,157225,0.09,0.03,0.106,0,Manufacturing
2024-05-01,3.0,1058307,575.0,359756,222799,0.21,0.34,0.459,1,Manufacturing
2024-05-02,2.0,1955813,808.0,421986,260498,0.13,0.22,0.212,1,Services
2024-05-03,15.0,374152,748.0,394686,59652,0.16,1.05,0.2,1,Retail
2024-05-04,16.0,645459,830.0,418990,239447,0.37,0.65,0.0,0,Manufacturing
2024-05-05,2.0,840425,549.0,328146,184533,0.22,0.39,0.342,1,Other
2024-05-06,11.0,971571,542.0,200265,17670,0.02,0.21,0.456,1,Services
2024-05-07,1.0,526313,523.0,121691,256728,0.49,0.23,0.555,1,Retail
2024-05-08,17.0,1927204,803.0,438571,268507,0.14,0.23,0.07,0,Retail
2024-05-09,11.0,81480,814.0,388590,259991,3.19,4.77,1.0,1,Retail
2024-05-10,2.0,1844709,674.0,216199,235957,0.13,0.12,0.209,0,Services
2024-05-11,6.0,1002926,612.0,250979,100892,0.1,0.25,0.386,0,Other
2024-05-12,17.0,1150332,845.0,449928,228998,0.2,0.39,0.155,0,Other
2024-05-13,2.0,1446010,504.0,90293,295849,0.2,0.06,0.61,1,Other
2024-05-14,18.0,1176232,652.0,341254,204090,0.17,0.29,0.348,0,Services
2024-05-15,17.0,1926408,608.0,387537,153426,0.08,0.2,0.369,0,Other
2024-05-16,18.0,1138254,737.0,187596,194038,0.17,0.16,0.25,1,Other
2024-05-17,18.0,1987069,726.0,484035,193910,0.1,0.24,0.068,0,Retail
2024-05-18,14.0,368843,751.0,471884,245807,0.67,1.28,0.64,1,Retail
2024-05-19,7.0,1128855,827.0,74715,233141,0.21,0.07,0.0,0,Retail
2024-05-20,2.0,97752,732.0,53187,202227,2.07,0.54,0.883,1,Services
2024-05-21,3.0,1823695,752.0,453596,280171,0.15,0.25,0.136,0,Services
2024-05-22,14.0,1589845,591.0,246212,278346,0.18,0.15,0.39,1,Manufacturing
2024-05-23,6.0,1614090,672.0,47527,206890,0.13,0.03,0.096,0,Services
2024-05-24,5.0,524269,742.0,302469,100176,0.19,0.58,0.293,0,Retail
2024-05-25,4.0,293652,845.0,405059,29951,0.1,1.38,0.32,1,Other
2024-05-26,8.0,780474,676.0,212095,117842,0.15,0.27,0.106,0,Services
2024-05-27,11.0,1473241,790.0,286308,88588,0.06,0.19,0.0,0,Manufacturing
2024-05-28,10.0,368220,794.0,449384,62586,0.17,1.22,0.181,0,Other
2024-05-29,9.0,188984,640.0,321308,267126,1.41,1.7,0.826,1,Retail
2024-05-30,10.0,481081,536.0,72899,286693,0.6,0.15,0.368,1,Services
2024-05-31,13.0,1906167,550.0,89540,223567,0.12,0.05,0.238,0,Retail
2024-06-01,15.0,987595,786.0,278983,63026,0.06,0.28,0.098,0,Manufacturing
2024-06-02,15.0,1799794,528.0,129229,12716,0.01,0.07,0.313,1,Retail
2024-06-03,9.0,1665336,784.0,145194,81166,0.05,0.09,0.082,0,Other
2024-06-04,9.0,1320110,756.0,321646,127636,0.1,0.24,0.0,0,Manufacturing
2024-06-05,16.0,543098,763.0,178064,84305,0.16,0.33,0.226,0,Other
2024-06-06,16.0,1523313,717.0,333663,26914,0.02,0.22,0.19,1,Retail
2024-06-07,13.0,545711,545.0,287729,39684,0.07,0.53,0.455,1,Services
2024-06-08,8.0,434393,698.0,471979,113035,0.26,1.09,0.472,1,Manufacturing
2024-06-09,3.0,1455043,527.0,82879,248377,0.17,0.06,0.303,0,Retail
2024-06-10,13.0,303305,587.0,172449,235789,0.78,0.57,0.705,1,Other
2024-06-11,17.0,1020149,711.0,293557,88893,0.09,0.29,0.199,0,Retail
2024-06-12,13.0,793012,603.0,254861,213364,0.27,0.32,0.232,1,Manufacturing
2024-06-13,14.0,1408423,731.0,309482,72251,0.05,0.22,0.051,0,Retail
2024-06-14,8.0,330388,746.0,419254,213542,0.65,1.27,0.496,1,Services
2024-06-15,12.0,1627503,817.0,18480,218005,0.13,0.01,0.0,0,Retail
2024-06-16,11.0,68064,530.0,312369,271913,3.99,4.59,1.0,1,Other
2024-06-17,9.0,1241588,538.0,84010,38531,0.03,0.07,0.275,0,Services
2024-06-18,4.0,1806997,503.0,69758,99210,0.05,0.04,0.499,1,Retail
2024-06-19,10.0,736775,506.0,83533,121021,0.16,0.11,0.574,1,Manufacturing
2024-06-20,17.0,782095,625.0,67819,133656,0.17,0.09,0.29,1,Manufacturing
2024-06-21,7.0,1318097,688.0,255177,197519,0.15,0.19,0.0,0,Services
2024-06-22,10.0,709093,605.0,72557,231462,0.33,0.1,0.381,1,Manufacturing
2024-06-23,10.0,723353,503.0,428342,219951,0.3,0.59,0.531,1,Services
2024-06-24,2.0,1660453,623.0,180695,113003,0.07,0.11,0.23,1,Other
2024-06-25,12.0,1912490,666.0,33567,139056,0.07,0.02,0.125,0,Retail
2024-06-26,13.0,356856,549.0,266826,194213,0.54,0.75,0.677,1,Manufacturing
2024-06-27,6.0,1901826,500.0,243597,290331,0.15,0.13,0.398,1,Other
2024-06-28,9.0,1508443,537.0,385357,278242,0.18,0.26,0.475,1,Other
2024-06-29,9.0,672822,775.0,336697,109957,0.16,0.5,0.181,0,Retail
2024-06-30,8.0,1568473,786.0,426065,17853,0.01,0.27,0.125,0,Other
2024-07-01,2.0,1643671,636.0,129857,78082,0.05,0.08,0.338,0,Manufacturing
2024-07-02,18.0,1686939,845.0,398153,291746,0.17,0.24,0.016,0,Manufacturing
2024-07-03,17.0,271491,789.0,389846,217474,0.8,1.44,0.603,1,Retail
2024-07-04,4.0,550541,731.0,72436,8110,0.01,0.13,0.191,1,Manufacturing
2024-07-05,15.0,542444,624.0,355774,251446,0.46,0.66,0.346,1,Other
2024-07-06,7.0,1198563,585.0,349419,252668,0.21,0.29,0.4,1,Services
2024-07-07,5.0,178506,777.0,142145,231205,1.3,0.8,0.704,1,Manufacturing
2024-07-08,4.0,1625126,626.0,67324,148590,0.09,0.04,0.196,1,Other
2024-07-09,6.0,635996,601.0,34809,13091,0.02,0.05,0.119,0,Services
2024-07-10,12.0,362026,677.0,272973,228849,0.63,0.75,0.446,0,Manufacturing
2024-07-11,11.0,782690,535.0,127997,53417,0.07,0.16,0.299,0,Retail
2024-07-12,8.0,1576368,697.0,467748,221378,0.14,0.3,0.389,1,Services
2024-07-13,8.0,842887,609.0,203240,165896,0.2,0.24,0.462,1,Services
2024-07-14,18.0,1384233,632.0,162053,148948,0.11,0.12,0.266,0,Other
2024-07-15,2.0,594955,,459995,194614,0.33,0.77,0.472,1,Services
2024-07-16,12.0,1353274,812.0,366882,104681,0.08,0.27,0.272,1,Retail
2024-07-17,7.0,1498227,761.0,124560,176972,0.12,0.08,0.308,1,Manufacturing
2024-07-18,2.0,1678170,526.0,251379,129092,0.08,0.15,0.451,1,Other
2024-07-19,17.0,515412,511.0,37041,263941,0.51,0.07,0.465,1,Services
2024-07-20,1.0,1738792,713.0,195638,194390,0.11,0.11,0.133,0,Manufacturing
2024-07-21,18.0,1252389,687.0,332421,294698,0.24,0.27,0.14,0,Retail
2024-07-22,1.0,1172314,727.0,338251,213089,0.18,0.29,0.367,1,Other
2024-07-23,7.0,1571942,715.0,147404,210068,0.13,0.09,0.145,1,Manufacturing
